,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Sample,tissue
122,PRJEB36014,SAMEA6448088,ERX3793629,ERR3791525,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791525/ERR3791525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791525/ERR3791525_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791525/NC350_16DAP_embryo_MN21103_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791525/NC350_16DAP_embryo_MN21103_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791525,NC350,embryo
123,PRJEB36014,SAMEA6448089,ERX3793630,ERR3791526,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791526/ERR3791526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791526/ERR3791526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791526/NC350_16DAP_embryo_MN21104_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791526/NC350_16DAP_embryo_MN21104_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791526,NC350,embryo
124,PRJEB36014,SAMEA6448090,ERX3793631,ERR3791527,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791527/ERR3791527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791527/ERR3791527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791527/NC358_16DAP_embryo_MN22101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791527/NC358_16DAP_embryo_MN22101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791527,NC358,embryo
125,PRJEB36014,SAMEA6448091,ERX3793632,ERR3791528,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791528/ERR3791528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791528/ERR3791528_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791528/NC358_16DAP_embryo_MN22102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791528/NC358_16DAP_embryo_MN22102_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791528,NC358,embryo
126,PRJEB36014,SAMEA6448092,ERX3793633,ERR3791529,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791529/ERR3791529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791529/ERR3791529_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791529/Oh43_16DAP_embryo_MN23101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791529/Oh43_16DAP_embryo_MN23101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791529,OH43,embryo
127,PRJEB36014,SAMEA6448093,ERX3793634,ERR3791530,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791530/ERR3791530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791530/ERR3791530_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791530/Oh43_16DAP_embryo_MN23102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791530/Oh43_16DAP_embryo_MN23102_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791530,OH43,embryo
128,PRJEB36014,SAMEA6448094,ERX3793635,ERR3791531,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791531/ERR3791531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791531/ERR3791531_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791531/Oh7b_16DAP_embryo_MN24101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791531/Oh7b_16DAP_embryo_MN24101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791531,OH7B,embryo
129,PRJEB36014,SAMEA6448095,ERX3793636,ERR3791532,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791532/ERR3791532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791532/ERR3791532_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791532/Oh7b_16DAP_embryo_MN24102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791532/Oh7b_16DAP_embryo_MN24102_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791532,OH7B,embryo
130,PRJEB36014,SAMEA6448096,ERX3793637,ERR3791533,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791533/ERR3791533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791533/ERR3791533_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791533/P39_16DAP_embryo_MN25101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791533/P39_16DAP_embryo_MN25101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791533,P39,embryo
131,PRJEB36014,SAMEA6448097,ERX3793638,ERR3791534,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791534/ERR3791534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791534/ERR3791534_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791534/P39_16DAP_embryo_MN25102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791534/P39_16DAP_embryo_MN25102_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791534,P39,embryo
132,PRJEB36014,SAMEA6448098,ERX3793639,ERR3791535,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791535/ERR3791535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791535/ERR3791535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791535/Tx303_16DAP_embryo_MN26101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791535/Tx303_16DAP_embryo_MN26101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791535,TX303,embryo
133,PRJEB36014,SAMEA6448099,ERX3793640,ERR3791536,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791536/ERR3791536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791536/ERR3791536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791536/Tx303_16DAP_embryo_MN26103_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791536/Tx303_16DAP_embryo_MN26103_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791536,TX303,embryo
134,PRJEB36014,SAMEA6448100,ERX3793641,ERR3791537,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791537/ERR3791537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791537/ERR3791537_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791537/Tzi8_16DAP_embryo_MN27101_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791537/Tzi8_16DAP_embryo_MN27101_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791537,TZI8,embryo
135,PRJEB36014,SAMEA6448101,ERX3793642,ERR3791538,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791538/ERR3791538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791538/ERR3791538_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791538/Tzi8_16DAP_embryo_MN27102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791538/Tzi8_16DAP_embryo_MN27102_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791538,TZI8,embryo
136,PRJEB36014,SAMEA6448102,ERX3793643,ERR3791539,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791539/ERR3791539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791539/ERR3791539_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791539/B97_16DAP_endosperm_MN03091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791539/B97_16DAP_endosperm_MN03091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791539,B97,endosperm
137,PRJEB36014,SAMEA6448103,ERX3793644,ERR3791540,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791540/ERR3791540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791540/ERR3791540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791540/B97_16DAP_endosperm_MN03092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791540/B97_16DAP_endosperm_MN03092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791540,B97,endosperm
138,PRJEB36014,SAMEA6448104,ERX3793645,ERR3791541,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791541/ERR3791541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791541/ERR3791541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791541/CML103_16DAP_endosperm_MN04091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791541/CML103_16DAP_endosperm_MN04091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791541,CML103,endosperm
139,PRJEB36014,SAMEA6448105,ERX3793646,ERR3791542,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791542/ERR3791542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791542/ERR3791542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791542/CML103_16DAP_endosperm_MN04092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791542/CML103_16DAP_endosperm_MN04092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791542,CML103,endosperm
140,PRJEB36014,SAMEA6448106,ERX3793647,ERR3791543,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791543/ERR3791543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791543/ERR3791543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791543/CML228_16DAP_endosperm_MN06092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791543/CML228_16DAP_endosperm_MN06092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791543,CML228,endosperm
141,PRJEB36014,SAMEA6448107,ERX3793648,ERR3791544,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791544/ERR3791544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791544/ERR3791544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791544/CML247_16DAP_endosperm_MN07091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791544/CML247_16DAP_endosperm_MN07091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791544,CML247,endosperm
142,PRJEB36014,SAMEA6448108,ERX3793649,ERR3791545,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791545/ERR3791545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791545/ERR3791545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791545/CML247_16DAP_endosperm_MN07092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791545/CML247_16DAP_endosperm_MN07092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791545,CML247,endosperm
143,PRJEB36014,SAMEA6448109,ERX3793650,ERR3791546,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791546/ERR3791546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791546/ERR3791546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791546/CML322_16DAP_endosperm_MN08091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791546/CML322_16DAP_endosperm_MN08091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791546,CML322,endosperm
144,PRJEB36014,SAMEA6448110,ERX3793651,ERR3791547,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791547/ERR3791547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791547/ERR3791547_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791547/CML322_16DAP_endosperm_MN08092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791547/CML322_16DAP_endosperm_MN08092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791547,CML322,endosperm
145,PRJEB36014,SAMEA6448111,ERX3793652,ERR3791548,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791548/ERR3791548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791548/ERR3791548_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791548/CML333_16DAP_endosperm_MN09091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791548/CML333_16DAP_endosperm_MN09091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791548,CML333,endosperm
146,PRJEB36014,SAMEA6448112,ERX3793653,ERR3791549,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791549/ERR3791549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791549/ERR3791549_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791549/CML69_16DAP_endosperm_MN11091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791549/CML69_16DAP_endosperm_MN11091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791549,CML69,endosperm
147,PRJEB36014,SAMEA6448113,ERX3793654,ERR3791550,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791550/ERR3791550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791550/ERR3791550_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791550/CML69_16DAP_endosperm_MN11092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791550/CML69_16DAP_endosperm_MN11092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791550,CML69,endosperm
148,PRJEB36014,SAMEA6448114,ERX3793655,ERR3791551,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791551/ERR3791551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791551/ERR3791551_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791551/HP301_16DAP_endosperm_MN12092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791551/HP301_16DAP_endosperm_MN12092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791551,HP301,endosperm
149,PRJEB36014,SAMEA6448115,ERX3793656,ERR3791552,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791552/ERR3791552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791552/ERR3791552_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791552/HP301_16DAP_endosperm_MN12093_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791552/HP301_16DAP_endosperm_MN12093_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791552,HP301,endosperm
150,PRJEB36014,SAMEA6448116,ERX3793657,ERR3791553,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791553/ERR3791553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791553/ERR3791553_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791553/IL14H_16DAP_endosperm_MN13091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791553/IL14H_16DAP_endosperm_MN13091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791553,IL14H,endosperm
151,PRJEB36014,SAMEA6448117,ERX3793658,ERR3791554,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791554/ERR3791554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791554/ERR3791554_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791554/IL14H_16DAP_endosperm_MN13092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791554/IL14H_16DAP_endosperm_MN13092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791554,IL14H,endosperm
152,PRJEB36014,SAMEA6448118,ERX3793659,ERR3791555,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791555/ERR3791555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791555/ERR3791555_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791555/Ki11_16DAP_endosperm_MN14092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791555/Ki11_16DAP_endosperm_MN14092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791555,KI11,endosperm
153,PRJEB36014,SAMEA6448119,ERX3793660,ERR3791556,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791556/ERR3791556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791556/ERR3791556_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791556/Ki3_16DAP_endosperm_MN15092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791556/Ki3_16DAP_endosperm_MN15092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791556,KI3,endosperm
154,PRJEB36014,SAMEA6448120,ERX3793661,ERR3791557,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791557/ERR3791557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791557/ERR3791557_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791557/Ki3_16DAP_endosperm_MN15093_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791557/Ki3_16DAP_endosperm_MN15093_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791557,KI3,endosperm
155,PRJEB36014,SAMEA6448121,ERX3793662,ERR3791558,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791558/ERR3791558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791558/ERR3791558_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791558/Ky21_16DAP_endosperm_MN16091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791558/Ky21_16DAP_endosperm_MN16091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791558,KY21,endosperm
156,PRJEB36014,SAMEA6448122,ERX3793663,ERR3791559,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791559/ERR3791559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791559/ERR3791559_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791559/Ky21_16DAP_endosperm_MN16092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791559/Ky21_16DAP_endosperm_MN16092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791559,KY21,endosperm
157,PRJEB36014,SAMEA6448123,ERX3793664,ERR3791560,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791560/ERR3791560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791560/ERR3791560_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791560/M162W_16DAP_endosperm_MN17091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791560/M162W_16DAP_endosperm_MN17091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791560,M162W,endosperm
158,PRJEB36014,SAMEA6448124,ERX3793665,ERR3791561,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791561/ERR3791561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791561/ERR3791561_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791561/M162W_16DAP_endosperm_MN17092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791561/M162W_16DAP_endosperm_MN17092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791561,M162W,endosperm
159,PRJEB36014,SAMEA6448125,ERX3793666,ERR3791562,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791562/ERR3791562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791562/ERR3791562_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791562/M162W_16DAP_endosperm_MN17093_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791562/M162W_16DAP_endosperm_MN17093_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791562,M162W,endosperm
160,PRJEB36014,SAMEA6448126,ERX3793667,ERR3791563,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791563/ERR3791563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791563/ERR3791563_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791563/M162W_16DAP_endosperm_MN17094_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791563/M162W_16DAP_endosperm_MN17094_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791563,M162W,endosperm
161,PRJEB36014,SAMEA6448127,ERX3793668,ERR3791564,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791564/ERR3791564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791564/ERR3791564_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791564/M37W_16DAP_endosperm_MN18091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791564/M37W_16DAP_endosperm_MN18091_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791564,M37W,endosperm
162,PRJEB36014,SAMEA6448128,ERX3793669,ERR3791565,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791565/ERR3791565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791565/ERR3791565_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791565/M37W_16DAP_endosperm_MN18092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791565/M37W_16DAP_endosperm_MN18092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791565,M37W,endosperm
163,PRJEB36014,SAMEA6448129,ERX3793670,ERR3791566,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791566/ERR3791566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791566/ERR3791566_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791566/Mo18w_16DAP_endosperm_MN19092_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791566/Mo18w_16DAP_endosperm_MN19092_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791566,MO18W,endosperm
